[2025-05-10 13:57:56] info: 	z2m: Logging to console, file (filename: log.log)
[2025-05-10 14:21:28] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/alarm_2/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"燃气报警器","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"name":"Alarm 2","object_id":"燃气报警器_alarm_2","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/燃气报警器","unique_id":"0x000d6f00164551d1_alarm_2_zigbee2mqtt","value_template":"{{ value_json.alarm_2 }}"}'
[2025-05-10 14:21:28] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/tamper/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"燃气报警器","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"device_class":"tamper","entity_category":"diagnostic","object_id":"燃气报警器_tamper","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/燃气报警器","unique_id":"0x000d6f00164551d1_tamper_zigbee2mqtt","value_template":"{{ value_json.tamper }}"}'
[2025-05-10 14:21:28] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/battery_low/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"燃气报警器","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"device_class":"battery","entity_category":"diagnostic","object_id":"燃气报警器_battery_low","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/燃气报警器","unique_id":"0x000d6f00164551d1_battery_low_zigbee2mqtt","value_template":"{{ value_json.battery_low }}"}'
[2025-05-10 14:21:28] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x000d6f00164551d1/linkquality/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"燃气报警器","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:signal","name":"Linkquality","object_id":"燃气报警器_linkquality","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/燃气报警器","unique_id":"0x000d6f00164551d1_linkquality_zigbee2mqtt","unit_of_measurement":"lqi","value_template":"{{ value_json.linkquality }}"}'
[2025-05-10 14:21:52] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/configure', payload '{"data":{},"error":"Device '燃气报警器' cannot be configured","status":"error","transaction":"yhwmz-4"}'
[2025-05-10 14:21:57] info: 	z2m: Interviewing '燃气报警器'
[2025-05-10 14:21:57] info: 	zh:controller:device: Device '0x000d6f00164551d1' is only compliant to revision 'pre-21' of the ZigBee specification (current revision: 23).
[2025-05-10 14:21:58] info: 	z2m: Successfully interviewed '燃气报警器'
[2025-05-10 14:21:58] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/interview', payload '{"data":{"id":"燃气报警器"},"status":"ok","transaction":"yhwmz-5"}'
[2025-05-10 14:22:10] info: 	z2m: Starting network scan (includeRoutes 'false')
[2025-05-10 14:22:12] info: 	z2m: Network scan finished
[2025-05-10 14:22:12] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/networkmap', payload '{"data":{"routes":false,"type":"raw","value":{"links":[{"depth":1,"linkquality":254,"lqi":254,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x000d6f0016689396","networkAddress":48747},"sourceIeeeAddr":"0x000d6f0016689396","sourceNwkAddr":48747,"target":{"ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0},"targetIeeeAddr":"0x00124b0030e9f7a2"},{"depth":1,"linkquality":127,"lqi":127,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x000d6f00164551d1","networkAddress":42245},"sourceIeeeAddr":"0x000d6f00164551d1","sourceNwkAddr":42245,"target":{"ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0},"targetIeeeAddr":"0x00124b0030e9f7a2"},{"depth":0,"linkquality":255,"lqi":255,"relationship":0,"routes":[],"source":{"ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0},"sourceIeeeAddr":"0x00124b0030e9f7a2","sourceNwkAddr":0,"target":{"ieeeAddr":"0x000d6f00164551d1","networkAddress":42245},"targetIeeeAddr":"0x000d6f00164551d1"}],"nodes":[{"failed":[],"friendlyName":"Coordinator","ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0,"type":"Coordinator"},{"definition":{"description":"Automatically generated definition","model":"","supports":"linkquality","vendor":""},"friendlyName":"烟雾报警器","ieeeAddr":"0x000d6f0016689396","lastSeen":1746857138024,"networkAddress":48747,"type":"EndDevice"},{"definition":{"description":"Automatically generated definition","model":"HY0022","supports":"alarm_1, alarm_2, tamper, battery_low, linkquality","vendor":"REXENSE"},"failed":[],"friendlyName":"燃气报警器","ieeeAddr":"0x000d6f00164551d1","lastSeen":1746858118741,"manufacturerName":"REXENSE","modelID":"HY0022","networkAddress":42245,"type":"Router"}]}},"status":"ok","transaction":"yhwmz-6"}'
[2025-05-10 14:24:13] info: 	z2m: Starting network scan (includeRoutes 'false')
[2025-05-10 14:24:15] info: 	z2m: Network scan finished
[2025-05-10 14:24:15] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/networkmap', payload '{"data":{"routes":false,"type":"raw","value":{"links":[{"depth":1,"linkquality":254,"lqi":254,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x000d6f0016689396","networkAddress":48747},"sourceIeeeAddr":"0x000d6f0016689396","sourceNwkAddr":48747,"target":{"ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0},"targetIeeeAddr":"0x00124b0030e9f7a2"},{"depth":1,"linkquality":124,"lqi":124,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x000d6f00164551d1","networkAddress":42245},"sourceIeeeAddr":"0x000d6f00164551d1","sourceNwkAddr":42245,"target":{"ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0},"targetIeeeAddr":"0x00124b0030e9f7a2"},{"depth":0,"linkquality":255,"lqi":255,"relationship":0,"routes":[],"source":{"ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0},"sourceIeeeAddr":"0x00124b0030e9f7a2","sourceNwkAddr":0,"target":{"ieeeAddr":"0x000d6f00164551d1","networkAddress":42245},"targetIeeeAddr":"0x000d6f00164551d1"}],"nodes":[{"failed":[],"friendlyName":"Coordinator","ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0,"type":"Coordinator"},{"definition":{"description":"Automatically generated definition","model":"","supports":"linkquality","vendor":""},"friendlyName":"烟雾报警器","ieeeAddr":"0x000d6f0016689396","lastSeen":1746857138024,"networkAddress":48747,"type":"EndDevice"},{"definition":{"description":"Automatically generated definition","model":"HY0022","supports":"alarm_1, alarm_2, tamper, battery_low, linkquality","vendor":"REXENSE"},"failed":[],"friendlyName":"燃气报警器","ieeeAddr":"0x000d6f00164551d1","lastSeen":1746858118741,"manufacturerName":"REXENSE","modelID":"HY0022","networkAddress":42245,"type":"Router"}]}},"status":"ok","transaction":"ggtqn-1"}'
[2025-05-10 14:54:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/generate_external_definition', payload '{"data":{"id":"0x000d6f00164551d1","source":"import * as m from 'zigbee-herdsman-converters/lib/modernExtend';\n\nexport default {\n    zigbeeModel: ['HY0022'],\n    model: 'HY0022',\n    vendor: 'REXENSE',\n    description: 'Automatically generated definition',\n    extend: [m.iasZoneAlarm({\"zoneType\":\"generic\",\"zoneAttributes\":[\"alarm_1\",\"alarm_2\",\"tamper\",\"battery_low\"]})],\n    meta: {},\n};\n"},"status":"ok","transaction":"45tdo-1"}'
[2025-05-10 14:58:28] info: 	z2m: Starting network scan (includeRoutes 'false')
[2025-05-10 14:58:46] error: 	z2m: Failed to execute LQI for 'Coordinator'
[2025-05-10 14:59:04] error: 	z2m: Failed to execute LQI for '燃气报警器'
[2025-05-10 14:59:04] info: 	z2m: Network scan finished
[2025-05-10 14:59:04] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/networkmap', payload '{"data":{"routes":false,"type":"raw","value":{"links":[],"nodes":[{"failed":["lqi"],"friendlyName":"Coordinator","ieeeAddr":"0x00124b0030e9f7a2","networkAddress":0,"type":"Coordinator"},{"definition":{"description":"Automatically generated definition","model":"","supports":"linkquality","vendor":""},"friendlyName":"烟雾报警器","ieeeAddr":"0x000d6f0016689396","lastSeen":1746858956450,"networkAddress":48747,"type":"EndDevice"},{"definition":{"description":"Automatically generated definition","model":"HY0022","supports":"alarm_1, alarm_2, tamper, battery_low, linkquality","vendor":"REXENSE"},"failed":["lqi"],"friendlyName":"燃气报警器","ieeeAddr":"0x000d6f00164551d1","lastSeen":1746859311467,"manufacturerName":"REXENSE","modelID":"HY0022","networkAddress":42245,"type":"Router"}]}},"status":"ok","transaction":"45tdo-2"}'
[2025-05-10 15:00:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/generate_external_definition', payload '{"data":{"id":"0x000d6f0016689396","source":"\n\nexport default {\n    zigbeeModel: [''],\n    model: '',\n    vendor: '',\n    description: 'Automatically generated definition',\n    extend: [],\n    meta: {},\n};\n"},"status":"ok","transaction":"45tdo-3"}'
[2025-05-10 15:19:06] info: 	zh:zstack:znp: Port closed
[2025-05-10 15:19:06] info: 	zh:zstack:znp: closing
[2025-05-10 15:19:06] error: 	z2m: Adapter disconnected, stopping
[2025-05-10 15:19:06] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"offline"}'
[2025-05-10 15:19:06] info: 	z2m: Disconnecting from MQTT server
[2025-05-10 15:19:06] info: 	z2m: Stopping zigbee-herdsman...
[2025-05-10 15:19:06] info: 	z2m: Stopped zigbee-herdsman
[2025-05-10 15:19:06] info: 	z2m: Stopped Zigbee2MQTT
